id,weblink,game,name,category,comment,date,time,player,status,system,emulated,splits,category_name,player_name
mr864x7y,https://www.speedrun.com/The_Legend_of_Zelda/run/mr864x7y,369p0g1l,The Legend of Zelda,wkpo9g2r,,2018-10-05,2749,98r66nd8,verified,jm95z9ol,false,,100% No Up+A,johntabin
y6pn6gjm,https://www.speedrun.com/The_Legend_of_Zelda/run/y6pn6gjm,369p0g1l,The Legend of Zelda,wdmw952q,Getting close to sub 33! :D,2018-10-06,1990,o86mvppj,verified,jm95z9ol,true,,Any% No Up+A,Trueblue83
mk9eg13z,https://www.speedrun.com/The_Legend_of_Zelda/run/mk9eg13z,369p0g1l,The Legend of Zelda,wdmw952q,Now that's more like it.,2018-10-06,3303,kjpkp7yx,verified,jm95z9ol,true,,Any% No Up+A,Cyberchao_X
yo2rlj7z,https://www.speedrun.com/The_Legend_of_Zelda/run/yo2rlj7z,369p0g1l,The Legend of Zelda,wdmw952q,Played on FCEUX 2.2.2,2018-10-08,2800,68w2ov38,verified,jm95z9ol,true,,Any% No Up+A,dr1ox1
mk9e0g1z,https://www.speedrun.com/The_Legend_of_Zelda/run/mk9e0g1z,369p0g1l,The Legend of Zelda,wdmw952q,,2018-10-09,2891,zxz2or4x,verified,jm95z9ol,false,,Any% No Up+A,Popplars
y438oo3z,https://www.speedrun.com/The_Legend_of_Zelda/run/y438oo3z,369p0g1l,The Legend of Zelda,wdmw952q,,2018-10-10,1909,5j5kr3gj,verified,jm95z9ol,true,,Any% No Up+A,Antlerz
yvjqv64y,https://www.speedrun.com/The_Legend_of_Zelda/run/yvjqv64y,369p0g1l,The Legend of Zelda,wdmw952q,"note to mod: I split a tiny bit early, but it should still be a 40:43",2018-10-06,2443,qj2pw5l8,verified,jm95z9ol,false,,Any% No Up+A,AriesFireTiger
zq30d8ry,https://www.speedrun.com/The_Legend_of_Zelda/run/zq30d8ry,369p0g1l,The Legend of Zelda,wdmw952q,"@22:40: ""Well, if this somehow PBs at least I'll have a nice easy time save!"" ",2018-10-10,2229,1xym16vx,verified,jm95z9ol,false,,Any% No Up+A,tetraly
yvjqvkxy,https://www.speedrun.com/The_Legend_of_Zelda/run/yvjqvkxy,369p0g1l,The Legend of Zelda,wdmw952q,"Now , let's go for Red candle !!!",2018-10-11,2160,e8emzoox,verified,jm95z9ol,true,,Any% No Up+A,cptn_igloo
yj4xo7oy,https://www.speedrun.com/The_Legend_of_Zelda/run/yj4xo7oy,369p0g1l,The Legend of Zelda,mkezv8k6,"everyone has to start somewhere.

actual time (2:12:37.4)",2018-10-11,7957,0jmmy5oj,verified,jm95z9ol,false,https://splits.io/api/v3/runs/362j,Second Quest No Up+A,RenterJack
yl4ed22m,https://www.speedrun.com/The_Legend_of_Zelda/run/yl4ed22m,369p0g1l,The Legend of Zelda,wdmw952q,I'm still speechless! =D,2018-10-11,2181,1xym16vx,verified,jm95z9ol,false,,Any% No Up+A,tetraly
y89jp3nm,https://www.speedrun.com/The_Legend_of_Zelda/run/y89jp3nm,369p0g1l,The Legend of Zelda,wkpo9g2r,23418576,2018-10-11,2932,0jm3gzn8,verified,jm95z9ol,true,,100% No Up+A,Bobbing4Fries
yd3wlnvz,https://www.speedrun.com/The_Legend_of_Zelda/run/yd3wlnvz,369p0g1l,The Legend of Zelda,w20w88dn,"Split late on start and end, so I corrected the final time here (+~0.2s).",2018-10-12,1890,kj9dk5ox,verified,jm95z9ol,true,,Any%,rooslugs
zp02k4rm,https://www.speedrun.com/The_Legend_of_Zelda/run/zp02k4rm,369p0g1l,The Legend of Zelda,w20w88dn,,2018-10-12,2491,pj0og19j,verified,jm95z9ol,true,,Any%,MrDunlo
z03o8x9z,https://www.speedrun.com/The_Legend_of_Zelda/run/z03o8x9z,369p0g1l,The Legend of Zelda,wkpo9g2r,This won't be my pb for long.,2018-10-13,2419,5j5kr3gj,verified,jm95z9ol,true,,100% No Up+A,Antlerz
m7pwlk9m,https://www.speedrun.com/The_Legend_of_Zelda/run/m7pwlk9m,369p0g1l,The Legend of Zelda,wkpo9g2r,,2018-10-13,2678,98r66nd8,verified,jm95z9ol,false,,100% No Up+A,johntabin
y2q0o5jy,https://www.speedrun.com/The_Legend_of_Zelda/run/y2q0o5jy,369p0g1l,The Legend of Zelda,mkezv8k6,need some practice on those triple dodongos.,2018-10-15,5633,0jmmy5oj,verified,jm95z9ol,false,https://splits.io/api/v3/runs/36n6,Second Quest No Up+A,RenterJack
z03ogp4z,https://www.speedrun.com/The_Legend_of_Zelda/run/z03ogp4z,369p0g1l,The Legend of Zelda,wdmw952q,"3 first, Khananaphone route. Had a very fortunate olive garden.",2018-10-16,2023,pj0k6rm8,verified,jm95z9ol,true,https://splits.io/api/v3/runs/36o1,Any% No Up+A,prawnzo
y6pnkwpm,https://www.speedrun.com/The_Legend_of_Zelda/run/y6pnkwpm,369p0g1l,The Legend of Zelda,wdmw952q,Played on FCEUX 2.2.2,2018-10-17,2660,68w2ov38,verified,jm95z9ol,true,,Any% No Up+A,dr1ox1
y2q0l45y,https://www.speedrun.com/The_Legend_of_Zelda/run/y2q0l45y,369p0g1l,The Legend of Zelda,wdmw952q,"Another terrible VOD. Mass chaos at the end due to missing splits, baby tears, etc. :P",2018-10-16,1870,kj9dk5ox,verified,jm95z9ol,true,,Any% No Up+A,rooslugs
zx4792ky,https://www.speedrun.com/The_Legend_of_Zelda/run/zx4792ky,369p0g1l,The Legend of Zelda,wdmw952q,3-4-2 red candle backup route; first PB with no potion,2018-10-17,2076,98r66nd8,verified,jm95z9ol,false,,Any% No Up+A,johntabin
y43q9knz,https://www.speedrun.com/The_Legend_of_Zelda/run/y43q9knz,369p0g1l,The Legend of Zelda,wdmw952q,"First green tunic run ....

Losing all my time at level 9 

Not proud of that run ! ",2018-10-18,2206,18qqgzd8,verified,jm95z9ol,true,,Any% No Up+A,goth4goth
y43q5ndz,https://www.speedrun.com/The_Legend_of_Zelda/run/y43q5ndz,369p0g1l,The Legend of Zelda,wdmw952q,Played on FCEUX 2.2.2,2018-10-18,2511,68w2ov38,new,jm95z9ol,true,,Any% No Up+A,dr1ox1
9yor5v1y,https://www.speedrun.com/The_Legend_of_Zelda/run/9yor5v1y,369p0g1l,The Legend of Zelda,w20w88dn,,2016-01-28,1736,0jmwwyx1,verified,jm95z9ol,false,,Any%,Eunos
jy9lrrry,https://www.speedrun.com/The_Legend_of_Zelda/run/jy9lrrry,369p0g1l,The Legend of Zelda,wkpo9g2r,"Tons of fun, tons of room for contenders!  If you use this route, try using Take Any Road east of 6 to the blue tektite Road (middle) instead of recorder.",2016-02-02,2337,0jmwwyx1,verified,jm95z9ol,false,,100% No Up+A,Eunos
wzp943nm,https://www.speedrun.com/The_Legend_of_Zelda/run/wzp943nm,369p0g1l,The Legend of Zelda,wkpo9g2r,"Fun and relaxed category.  Plenty of room to beat this time, and a better route probably exists, too.

Actual time: 37:24.817
""Zelda1-Legit"" Sum of Bests: 35:55",2016-02-08,2244,0jmwwyx1,verified,jm95z9ol,false,,100% No Up+A,Eunos
pm33g66m,https://www.speedrun.com/The_Legend_of_Zelda/run/pm33g66m,369p0g1l,The Legend of Zelda,wdmw952q,,2016-02-10,2309,y8dwze9j,verified,jm95z9ol,true,,Any% No Up+A,Railrhoad
jy9vnknm,https://www.speedrun.com/The_Legend_of_Zelda/run/jy9vnknm,369p0g1l,The Legend of Zelda,xd1r4vrk,First run in earnest!  Lot of fun.,2016-02-13,4817,0jmwwyx1,verified,jm95z9ol,false,,Low%,Eunos
8y88d0wy,https://www.speedrun.com/The_Legend_of_Zelda/run/8y88d0wy,369p0g1l,The Legend of Zelda,wkpo9g2r,2 first route,2016-02-12,3371,qxko16m8,verified,jm95z9ol,true,,100% No Up+A,darkmagician1184
wzp920gm,https://www.speedrun.com/The_Legend_of_Zelda/run/wzp920gm,369p0g1l,The Legend of Zelda,wkpo9g2r,,2016-02-15,2276,zx7lwyj7,verified,jm95z9ol,false,,100% No Up+A,cantaloupeme
1zx7nwky,https://www.speedrun.com/The_Legend_of_Zelda/run/1zx7nwky,369p0g1l,The Legend of Zelda,mkeoge8d,"30th Anniversary Edition ACE run!
1st ever completion.  No timer running in video.
Gain control at 00:00:34.  ZeldaGet at 00:03:25

Note to the mods and viewers:  I was trying to use save states to practice it, but I had previously disabled them (or they don't work for FDS on EverDrive) so they were not used.",2016-02-21,171,0jmwwyx1,verified,mr6k409z,false,,Second Quest ACE,Eunos
2yw3n4pm,https://www.speedrun.com/The_Legend_of_Zelda/run/2yw3n4pm,369p0g1l,The Legend of Zelda,xd1r8e4k,HUNDO SEGUNDO,2016-02-23,2704,0jmwwyx1,verified,jm95z9ol,false,,Second Quest 100%,Eunos
8yvrlqoz,https://www.speedrun.com/The_Legend_of_Zelda/run/8yvrlqoz,369p0g1l,The Legend of Zelda,wk670qd1,Not the sub-2 that was promised.,2016-02-25,7373,0jmwwyx1,verified,jm95z9ol,false,,Second Quest Extreme Rules,Eunos
0y6x3rjy,https://www.speedrun.com/The_Legend_of_Zelda/run/0y6x3rjy,369p0g1l,The Legend of Zelda,xd1r4vrk,"This category is brutal. No heart containers, no needless items/upgrades. This is my 4th completion of the category, and pretty satisfied with the time so far.",2016-03-09,3533,0jmg7ej1,verified,jm95z9ol,false,,Low%,breastickle
6yjd483y,https://www.speedrun.com/The_Legend_of_Zelda/run/6yjd483y,369p0g1l,The Legend of Zelda,wdmw952q,sub 32 hype,2016-03-13,1881,dx354q7j,verified,jm95z9ol,true,,Any% No Up+A,mathguy86
dy4xwlnz,https://www.speedrun.com/The_Legend_of_Zelda/run/dy4xwlnz,369p0g1l,The Legend of Zelda,wdmw952q,First completed run without blue ring,2016-03-14,2326,y8dw9vlj,verified,jm95z9ol,false,,Any% No Up+A,CaracarnVi
kz5xjlgy,https://www.speedrun.com/The_Legend_of_Zelda/run/kz5xjlgy,369p0g1l,The Legend of Zelda,w20w88dn,Hard to speedrun but worth it!,2014-11-07,1921,,rejected,jm95z9ol,true,,Any%,
8m7x589y,https://www.speedrun.com/The_Legend_of_Zelda/run/8m7x589y,369p0g1l,The Legend of Zelda,wdmw952q,"Absolutely no idea how the run survived after Level 4. Splits against sum of best, forgot to show the old PB, but almost improved by 9 minutes.",2016-03-18,2633,kjp44m0j,verified,nzelreqp,false,,Any% No Up+A,sebi2201
7yl17l2m,https://www.speedrun.com/The_Legend_of_Zelda/run/7yl17l2m,369p0g1l,The Legend of Zelda,mkezv8k6,,2016-03-28,2177,,verified,jm95z9ol,false,,Second Quest No Up+A,
6yjdolgy,https://www.speedrun.com/The_Legend_of_Zelda/run/6yjdolgy,369p0g1l,The Legend of Zelda,wdmw952q,29:18 Been awhile. Levels 8 and 9 are on my radar now.,2016-04-02,1758,,verified,jm95z9ol,false,,Any% No Up+A,
nz1gndrz,https://www.speedrun.com/The_Legend_of_Zelda/run/nz1gndrz,369p0g1l,The Legend of Zelda,wdmw952q,Might was well post this here since ZSR is always so sad.,2015-10-08,2103,o86v96qj,verified,jm95z9ol,false,,Any% No Up+A,SuperJer
1zx8ppkm,https://www.speedrun.com/The_Legend_of_Zelda/run/1zx8ppkm,369p0g1l,The Legend of Zelda,wdmw952q,Will pick the game back up later,2016-02-13,2325,kj9rrvj4,verified,jm95z9ol,false,,Any% No Up+A,zmaster91
pm3lglqm,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3lglqm,369p0g1l,The Legend of Zelda,wdmw952q,My PB from 5 months ago. Figured I should get it on here.,2015-11-17,1872,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
nz1q2gjy,https://www.speedrun.com/The_Legend_of_Zelda/run/nz1q2gjy,369p0g1l,The Legend of Zelda,wdmw952q,yay,2016-05-03,1779,zx7lwyj7,verified,jm95z9ol,false,,Any% No Up+A,cantaloupeme
7yln7wkz,https://www.speedrun.com/The_Legend_of_Zelda/run/7yln7wkz,369p0g1l,The Legend of Zelda,xd1r4vrk,"F*** U, Level-8, Patra1, and Diamond-trap room.  Patra2 is a bro.  Seeya next run, BT.",2016-05-06,3496,0jmwwyx1,verified,jm95z9ol,false,,Low%,Eunos
8y80xddm,https://www.speedrun.com/The_Legend_of_Zelda/run/8y80xddm,369p0g1l,The Legend of Zelda,xd1r4vrk,,2016-05-07,2556,0jmwwyx1,verified,jm95z9ol,false,,Low%,Eunos
pm3lxjqm,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3lxjqm,369p0g1l,The Legend of Zelda,xd1r4vrk,GG L8,2016-05-07,2688,qj233nxk,verified,jm95z9ol,false,,Low%,lackattack24
8m720pez,https://www.speedrun.com/The_Legend_of_Zelda/run/8m720pez,369p0g1l,The Legend of Zelda,wdmw952q,,2016-05-10,1851,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
7z0njlom,https://www.speedrun.com/The_Legend_of_Zelda/run/7z0njlom,369p0g1l,The Legend of Zelda,wdmw952q,,2016-05-09,1751,,verified,jm95z9ol,false,,Any% No Up+A,
7z0njqjm,https://www.speedrun.com/The_Legend_of_Zelda/run/7z0njqjm,369p0g1l,The Legend of Zelda,wkpo9g2r,"First run of the category, terrible route, some mistakes with planning money and toots, etc. But a breast is a breast",2016-05-10,2572,0jmg7ej1,verified,jm95z9ol,false,,100% No Up+A,breastickle
8m72n8ez,https://www.speedrun.com/The_Legend_of_Zelda/run/8m72n8ez,369p0g1l,The Legend of Zelda,wkpo9g2r,Just another run of 100% on something closer to the WR route. WR at this time is held by EunosXX,2016-05-12,2380,0jmg7ej1,verified,jm95z9ol,false,,100% No Up+A,breastickle
pzg2610y,https://www.speedrun.com/The_Legend_of_Zelda/run/pzg2610y,369p0g1l,The Legend of Zelda,wdmw952q,,2015-10-24,1837,qj2z1ojk,verified,jm95z9ol,true,,Any% No Up+A,KHANanaphone
8m72jqwz,https://www.speedrun.com/The_Legend_of_Zelda/run/8m72jqwz,369p0g1l,The Legend of Zelda,xd1r4vrk,"2 deaths, no good.",2016-05-23,2248,qj233nxk,verified,jm95z9ol,false,,Low%,lackattack24
1zqenr8z,https://www.speedrun.com/The_Legend_of_Zelda/run/1zqenr8z,369p0g1l,The Legend of Zelda,xd1r4vrk,not doing it again,2016-05-22,4004,zx7lwyj7,verified,jm95z9ol,false,,Low%,cantaloupeme
9yol855y,https://www.speedrun.com/The_Legend_of_Zelda/run/9yol855y,369p0g1l,The Legend of Zelda,xd1r4vrk,"Haven't completed many of these, but i like getting 8 out of the way early. You get a little break until the 7-6-9 gauntlet. Some really stupid deaths in 7 and at the Silver Arrow. WR is within reach.",2016-05-23,2975,0jmg7ej1,verified,jm95z9ol,false,,Low%,breastickle
0znjlq3m,https://www.speedrun.com/The_Legend_of_Zelda/run/0znjlq3m,369p0g1l,The Legend of Zelda,mkeoge8d,,2015-05-30,266,98r3v681,verified,mr6k409z,true,,Second Quest ACE,miba
pydg730y,https://www.speedrun.com/The_Legend_of_Zelda/run/pydg730y,369p0g1l,The Legend of Zelda,wdmw952q,Gotta start somewhere. Will improve.,2016-05-25,3265,7j4klmx1,verified,jm95z9ol,false,,Any% No Up+A,Kanis999
jy96r6ky,https://www.speedrun.com/The_Legend_of_Zelda/run/jy96r6ky,369p0g1l,The Legend of Zelda,wdmw952q,Sub 31 is next.,2016-05-25,1910,v814k3r8,verified,jm95z9ol,false,https://splits.io/api/v3/runs/mcn,Any% No Up+A,JamEvil
8yv8d58m,https://www.speedrun.com/The_Legend_of_Zelda/run/8yv8d58m,369p0g1l,The Legend of Zelda,xd1r4vrk,temporary PB,2016-05-27,2346,0jmwwyx1,verified,jm95z9ol,false,,Low%,Eunos
1zx39kgz,https://www.speedrun.com/The_Legend_of_Zelda/run/1zx39kgz,369p0g1l,The Legend of Zelda,wdmw952q,,2016-05-29,2670,68wlpzjg,verified,jm95z9ol,false,,Any% No Up+A,Binarynova
7yl63k3y,https://www.speedrun.com/The_Legend_of_Zelda/run/7yl63k3y,369p0g1l,The Legend of Zelda,xd1r4vrk,,2016-05-29,4724,qjnzdwjm,verified,jm95z9ol,false,,Low%,PresJPolk
pzge3wny,https://www.speedrun.com/The_Legend_of_Zelda/run/pzge3wny,369p0g1l,The Legend of Zelda,wkpo9g2r,,2016-05-29,3602,dx3pk28l,verified,,false,,100% No Up+A,Cmnatchaha
6yj2jp3m,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj2jp3m,369p0g1l,The Legend of Zelda,xd1r4vrk,It was what it was.,2016-05-29,2469,qxk46l7j,verified,jm95z9ol,true,,Low%,Saver
wzpwn98y,https://www.speedrun.com/The_Legend_of_Zelda/run/wzpwn98y,369p0g1l,The Legend of Zelda,wdmw952q,Making progress,2016-05-28,2591,7j4klmx1,verified,jm95z9ol,false,,Any% No Up+A,Kanis999
emk0l1xz,https://www.speedrun.com/The_Legend_of_Zelda/run/emk0l1xz,369p0g1l,The Legend of Zelda,824p68g2,Giddy-up,2016-05-30,7672,0jmwwyx1,verified,jm95z9ol,false,,Second Quest Low%,Eunos
7z0jeo4y,https://www.speedrun.com/The_Legend_of_Zelda/run/7z0jeo4y,369p0g1l,The Legend of Zelda,xd1r4vrk,,2016-05-31,2211,0jmwwyx1,verified,jm95z9ol,false,,Low%,Eunos
7z0j31jy,https://www.speedrun.com/The_Legend_of_Zelda/run/7z0j31jy,369p0g1l,The Legend of Zelda,824p68g2,yay,2016-05-31,4603,qj233nxk,verified,jm95z9ol,false,,Second Quest Low%,lackattack24
pydj3dwy,https://www.speedrun.com/The_Legend_of_Zelda/run/pydj3dwy,369p0g1l,The Legend of Zelda,wdmw952q,"Bad run, will improve.",2016-06-01,2410,18qzvro8,verified,jm95z9ol,false,,Any% No Up+A,justinman114
pzge72vy,https://www.speedrun.com/The_Legend_of_Zelda/run/pzge72vy,369p0g1l,The Legend of Zelda,wdmw952q,AYE YO IT'S ME YA BOY PANDAMEDIC SHOUT OUTS TO THESE GUYS FOR DA HELP https://sites.google.com/site/zeldaanypercents/beginner-routes/blue-ring-route AND redcandle.us COULDN'T HAVE DONE IT WITHOUT YA I'LL OUR A 40 ON THE CURB FOR YA HOMIES,2016-06-02,2889,v8lpdljm,verified,jm95z9ol,true,,Any% No Up+A,pandamedic
0znvrv8m,https://www.speedrun.com/The_Legend_of_Zelda/run/0znvrv8m,369p0g1l,The Legend of Zelda,824p68g2,That last Patra.,2016-06-03,4175,0jmwwyx1,verified,jm95z9ol,false,,Second Quest Low%,Eunos
8y8614dm,https://www.speedrun.com/The_Legend_of_Zelda/run/8y8614dm,369p0g1l,The Legend of Zelda,wdmw952q,sorry for the bad cropping on the right,2016-06-04,2192,y8dw9vlj,verified,jm95z9ol,false,,Any% No Up+A,CaracarnVi
dy4ow52z,https://www.speedrun.com/The_Legend_of_Zelda/run/dy4ow52z,369p0g1l,The Legend of Zelda,wdmw952q,,2016-06-04,1827,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
wzpwr1ny,https://www.speedrun.com/The_Legend_of_Zelda/run/wzpwr1ny,369p0g1l,The Legend of Zelda,wdmw952q,,2016-06-04,1774,zx7lwyj7,verified,jm95z9ol,false,,Any% No Up+A,cantaloupeme
8y86r3xm,https://www.speedrun.com/The_Legend_of_Zelda/run/8y86r3xm,369p0g1l,The Legend of Zelda,wdmw952q,"Pretty proud of this run, but much improvement is still needed.  :)",2016-06-05,2306,18qzvro8,verified,jm95z9ol,false,,Any% No Up+A,justinman114
8m702q4y,https://www.speedrun.com/The_Legend_of_Zelda/run/8m702q4y,369p0g1l,The Legend of Zelda,wkpo9g2r,,2016-06-17,2958,dx3pk28l,verified,,false,,100% No Up+A,Cmnatchaha
9yonn90z,https://www.speedrun.com/The_Legend_of_Zelda/run/9yonn90z,369p0g1l,The Legend of Zelda,wdmw952q,Was on pace for sub 37 until level 9 happened.,2016-06-18,2270,18qzvro8,verified,jm95z9ol,false,,Any% No Up+A,justinman114
emk0qq3z,https://www.speedrun.com/The_Legend_of_Zelda/run/emk0qq3z,369p0g1l,The Legend of Zelda,wdmw952q,,2016-06-21,108540,7j49ow81,verified,jm95z9ol,false,,Any% No Up+A,kmac
6yj297nm,https://www.speedrun.com/The_Legend_of_Zelda/run/6yj297nm,369p0g1l,The Legend of Zelda,wdmw952q,"I was using the Red Candle route and grinding out some good 6-8 times, then i got a really mediocre run started, and opted to go to 5 a la Darkwing_Duck_SDA route. Turned out to save a bunch of time.",2016-06-23,1786,0jmg7ej1,verified,jm95z9ol,false,,Any% No Up+A,breastickle
nz1l6q7m,https://www.speedrun.com/The_Legend_of_Zelda/run/nz1l6q7m,369p0g1l,The Legend of Zelda,w20w88dn,28:42.368 according to the recording frames.,2016-06-26,1722,0jmwwyx1,verified,jm95z9ol,false,,Any%,Eunos
emk0wvxz,https://www.speedrun.com/The_Legend_of_Zelda/run/emk0wvxz,369p0g1l,The Legend of Zelda,wdmw952q,"Fine, I'll update for this category.",2016-04-09,1781,0jmwwyx1,verified,jm95z9ol,false,,Any% No Up+A,Eunos
7z0j454y,https://www.speedrun.com/The_Legend_of_Zelda/run/7z0j454y,369p0g1l,The Legend of Zelda,xd1r4vrk,"2 - First, 8 - Next route. Been getting out of 8 slightly more reliably, but still a huge reset point. Then taking the rest of the game from the 3-first route and avoiding all the heart containers. A very patient, slow run; you cannot force it. Died in 9.
No up+a ?",2016-06-29,2387,0jmg7ej1,verified,jm95z9ol,false,,Low%,breastickle
oy2g46jz,https://www.speedrun.com/The_Legend_of_Zelda/run/oy2g46jz,369p0g1l,The Legend of Zelda,wdmw952q,,2016-06-30,2191,0jmpd2ej,verified,jm95z9ol,false,,Any% No Up+A,rcdrone
0znvngvm,https://www.speedrun.com/The_Legend_of_Zelda/run/0znvngvm,369p0g1l,The Legend of Zelda,wdmw952q,,2016-07-02,2059,0jmpd2ej,verified,jm95z9ol,false,,Any% No Up+A,rcdrone
jy98rgrz,https://www.speedrun.com/The_Legend_of_Zelda/run/jy98rgrz,369p0g1l,The Legend of Zelda,wkpo9g2r,"Famicom version of The Hyrule Fantasy on an Everdrive N8, on the original NES using a dogbone controller.  No save states, cheats, or codes are used, it is a straight playthrough.  I do screen clip and block clip but that is it.  No Up+A warps or deaths either.",2016-07-01,2603,qjop9nnx,verified,jm95z9ol,false,,100% No Up+A,JSR_
pzg87xny,https://www.speedrun.com/The_Legend_of_Zelda/run/pzg87xny,369p0g1l,The Legend of Zelda,wkpo9g2r,"My new PB, moved me up in the ranks so this is my 2nd submit for the category.  No Up+A 100% route.  

Played on an NES with a dogbone controller using an Everdrive N8.  The rom is ""The Hyrule Fantasy: Zelda no Densetsu"" for the Famicom (not FDS).  No codes, chests, hacks or save states were used.  ",2016-07-08,2361,qjop9nnx,verified,jm95z9ol,false,,100% No Up+A,JSR_
pyd26gwm,https://www.speedrun.com/The_Legend_of_Zelda/run/pyd26gwm,369p0g1l,The Legend of Zelda,wdmw952q,"While it's nowhere close to the top of the list, I'm pretty happy with this run with the Beginner's Blue Ring route.  No deaths, and I hit the two major screenscrolls (Graveyard, Level 5) without much fuss.",2016-07-10,3209,e8e9k12j,verified,jm95z9ol,true,,Any% No Up+A,TheOnlyTrout
pzg8d7ey,https://www.speedrun.com/The_Legend_of_Zelda/run/pzg8d7ey,369p0g1l,The Legend of Zelda,wdmw952q,"Lots of mistakes, bad play and the worlds worst screenscrolling.
If anything is not completely bad then L9.

Emulator: Nestopia",2016-05-31,2527,zxz7wl0j,verified,jm95z9ol,true,,Any% No Up+A,Schicksal
pm3kk3gy,https://www.speedrun.com/The_Legend_of_Zelda/run/pm3kk3gy,369p0g1l,The Legend of Zelda,wkpo9g2r,I had said there was probably a better route when I got the 37:24.  2gamers1nerd found it. darkmagician1184 made it better.,2016-07-26,2212,0jmwwyx1,verified,jm95z9ol,false,https://splits.io/api/v3/runs/ptn,100% No Up+A,Eunos
oy2kkj7y,https://www.speedrun.com/The_Legend_of_Zelda/run/oy2kkj7y,369p0g1l,The Legend of Zelda,wkpo9g2r,"100% run, on an NES using an Everdrive N8.  No states, hacks, codes or cheats.  No Up+A.  No deaths.  No bull.  Hyrule Fantasy 1.1 Famicom version.

And what's up PresJPolk?  Just wanna tell you thank you for all that you do for the community!  You and the rest of the guys... You're awesome :D",2016-07-25,2318,qjop9nnx,verified,jm95z9ol,false,,100% No Up+A,JSR_
9yooo01y,https://www.speedrun.com/The_Legend_of_Zelda/run/9yooo01y,369p0g1l,The Legend of Zelda,wkpo9g2r,,2016-07-24,2639,dx3pk28l,verified,,false,,100% No Up+A,Cmnatchaha
7z0xx88z,https://www.speedrun.com/The_Legend_of_Zelda/run/7z0xx88z,369p0g1l,The Legend of Zelda,wdmw952q,Tournament race!,2015-09-25,2468,1xy0ynjr,verified,jm95z9ol,false,,Any% No Up+A,mrcab55
oy2k2e7y,https://www.speedrun.com/The_Legend_of_Zelda/run/oy2k2e7y,369p0g1l,The Legend of Zelda,wdmw952q,Finally reached my goal for the Blue Ring Route.  Time to get serious.,2016-07-27,2200,18qzvro8,verified,jm95z9ol,false,,Any% No Up+A,justinman114
emkqo21m,https://www.speedrun.com/The_Legend_of_Zelda/run/emkqo21m,369p0g1l,The Legend of Zelda,wdmw952q,,2016-07-30,2488,dx3v4q8l,verified,jm95z9ol,true,,Any% No Up+A,Panulphe
2ywnw80y,https://www.speedrun.com/The_Legend_of_Zelda/run/2ywnw80y,369p0g1l,The Legend of Zelda,wdmw952q,"So close to Sub-40 !
Nine months after my latest PB, I get two in a row ;)",2016-07-30,2446,dx3v4q8l,verified,jm95z9ol,true,,Any% No Up+A,Panulphe
kz5kl8jz,https://www.speedrun.com/The_Legend_of_Zelda/run/kz5kl8jz,369p0g1l,The Legend of Zelda,vdoozydp,Knocked another minute off my PB with this one.,2016-07-28,2576,dx3pk28l,verified,nzelreqp,false,,100%,Cmnatchaha
oy2knnjy,https://www.speedrun.com/The_Legend_of_Zelda/run/oy2knnjy,369p0g1l,The Legend of Zelda,mkezv8k6,,2016-07-31,2247,0jmwwyx1,verified,jm95z9ol,false,,Second Quest No Up+A,Eunos
8yvv70oy,https://www.speedrun.com/The_Legend_of_Zelda/run/8yvv70oy,369p0g1l,The Legend of Zelda,mkezv8k6,I guess I'll play 2nd quest for the fans,2016-07-31,2129,qj233nxk,verified,jm95z9ol,false,,Second Quest No Up+A,lackattack24
0y6q8kjz,https://www.speedrun.com/The_Legend_of_Zelda/run/0y6q8kjz,369p0g1l,The Legend of Zelda,wdmw952q,"At last ! I'm so happy !
Thanks to Fap ( first streamer of the community I watched)
Thanks to Lackattack24 ( Controller Hype )
Thanks to Mistress Leysamie and Mister MikeStone !
Thanks French Scubs : Zmk,Skara,Vic,Linko ! 
<3<3<3",2016-08-02,2395,dx3v4q8l,verified,jm95z9ol,true,,Any% No Up+A,Panulphe
2ywnogny,https://www.speedrun.com/The_Legend_of_Zelda/run/2ywnogny,369p0g1l,The Legend of Zelda,wdmw952q,"A P.B. run. Any%.  

NTSC US version of the game... 
Not my best but my P.B. if that makes any sense lmao",2016-08-02,2046,qjop9nnx,verified,jm95z9ol,false,,Any% No Up+A,JSR_
wzppe1gz,https://www.speedrun.com/The_Legend_of_Zelda/run/wzppe1gz,369p0g1l,The Legend of Zelda,wdmw952q,,2016-07-01,1799,qj2z1ojk,verified,jm95z9ol,true,,Any% No Up+A,KHANanaphone
pyd2xrjm,https://www.speedrun.com/The_Legend_of_Zelda/run/pyd2xrjm,369p0g1l,The Legend of Zelda,mkezv8k6,,2016-07-31,2290,qj2z1ojk,verified,jm95z9ol,false,,Second Quest No Up+A,KHANanaphone
8yvvwjey,https://www.speedrun.com/The_Legend_of_Zelda/run/8yvvwjey,369p0g1l,The Legend of Zelda,wdmw952q,,2016-08-06,2026,dx3z2kjl,verified,jm95z9ol,false,,Any% No Up+A,Ouijawii
